TARIH;ISLEM  KODU;BULTEN ADI;PAZAR GRUBU;PAZAR;YAPISAL BAZDA PIYASA ALT BOLUMU;ENSTRUMAN GRUBU;ENSTRUMAN TIPI;ENSTRUMAN SINIFI;ISLEM YONTEMI;PIYASA YAPICI;BIST 100 ENDEKS;BIST 30 ENDEKS;BRUT TAKAS;OZSERMAYE HALI;GECICI DURDURMA;ONCEKI KAPANIS FIYATI;ACILIS FIYATI;ACILIS SEANSI FIYATI;EN DUSUK FIYAT;EN YUKSEK FIYAT;KAPANIS FIYATI;KAPANIS SEANSI FIYATI;DEGISIM (%);BEKLEYEN EN IYI ALIS;BEKLEYEN EN IYI SATIS;A.O.F;TOPLAM ISLEM HACMI;TOPLAM ISLEM ADEDI;TOPLAM SOZLESME SAYISI;REFERANS FIYAT;ACILIS SEANSI ISLEM HACMI;ACILIS SEANSI ISLEM MIKTARI;ACILIS SEANSI SOZLESME SAYISI;KAPANIS SEANSI ISLEM HACMI;KAPANIS SEANSI ISLEM MIKTARI;KAPANIS SEANSI SOZLESME SAYISI;KAPANIS FIYATINDAN ISLEMLER ISLEM HACMI;KAPANIS FIYATINDAN ISLEMLER ISLEM MIKTARI;KAPANIS FIYATINDAN ISLEMLER SOZLESME SAYISI;EN DUSUK ACIGA SATIS FIYATI;EN YUKSEK ACIGA SATIS FIYATI;ACIGA SATIS A.O.F;ACIGA SATIS ISLEM HACMI;ACIGA SATIS ISLEM ADEDI;ACIGA SATIS SOZLESME SAYISI;OZEL ISLEM BILDIRIMI EN DUSUK FIYAT;OZEL ISLEM BILDIRIMI EN YUKSEK FIYAT;OZEL ISLEM BILDIRIMI A.O.F.;OZEL ISLEM BILDIRIMI ISLEM HACMI;OZEL ISLEM BILDIRIMI ISLEM ADEDI;OZEL ISLEM BILDIRIMI SOZLESME SAYISI;ORTA NOKTA ISLEMLERI ISLEM HACMI;ORTA NOKTA ISLEMLERI ISLEM ADEDI;ORTA NOKTA ISLEMLERI SOZLESME SAYISI;ACIGA SATIS;BIST KATILIM TUM ENDEKS
TRADE DATE;INSTRUMENT SERIES CODE;INSTRUMENT NAME;MARKET SUB SEGMENT;MARKET SEGMENT;MARKET;INSTRUMENT GROUP;INSTRUMENT TYPE;INSTRUMENT CLASS;TRADING METHOD;MARKET MAKER;BIST 100 INDEX;BIST 30 INDEX;GROSS SETTLEMENT;CORPORATE ACTION;SUSPENDED;PREVIOUS LAST PRICE;OPENING PRICE;OPENING SESSION PRICE;LOWEST PRICE;HIGHEST PRICE;CLOSING PRICE;CLOSING SESSION PRICE;CHANGE TO PREVIOUS CLOSING (%);REMAINING BID;REMAINING ASK;VWAP;TOTAL TRADED VALUE;TOTAL TRADED VOLUME;TOTAL NUMBER OF CONTRACTS;REFERENCE PRICE;TRADED VALUE AT OPENING SESSION;TRADED VOLUME AT OPENING SESSION;NUMBER OF CONTRACTS AT OPENING SESSION;TRADED VALUE AT CLOSING SESSION;TRADED VOLUME AT CLOSING SESSION;NUMBER OF CONTRACTS AT CLOSING SESSION;TRADED VALUE OF TRADES AT CLOSING PRICE;TRADED VOLUME OF TRADES AT CLOSING PRICE;NUMBER OF CONTRACTS OF TRADES AT CLOSING PRICE;LOWEST SHORT SALE PRICE;HIGHEST SHORT SALE PRICE;SHORT SALE VWAP;TRADED VALUE OF SHORT SALE TRADES;TRADED VOLUME OF SHORT SALE TRADES;NUMBER OF CONTRACTS OF SHORT SALE TRADES;LOWEST TRADE REPORT PRICE;HIGHEST TRADE REPORT PRICE;TRADE REPORT VWAP;TRADE REPORT TRADED VALUE;TRADE REPORT TRADED VOLUME;NUMBER OF TRADE REPORTS;MIDPOINT TRADED VALUE;MIDPOINT TRADED VOLUME;MIDPOINT NUMBER OF CONTRACTS;SHORT SELL;BIST PARTICIPATION ALL INDEX
2025-01-27;ADEL.E;ADEL KALEMCILIK;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTADEL;SI;0;0;0;0;;0;33.1;33.1;33.1;32.66;33.1;32.72;32.72;-1.148;32.7;32.72;32.829;22476129.38;684639;3687;0;207702.5;6275;158;232541.04;7107;24;67370.48;2059;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-01-27;ADGYO.E;ADRA GMYO;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTADGYO;SI;0;0;0;0;;0;30.64;30.78;30.78;30.12;30.78;30.12;30.12;-1.697;30.1;30.12;30.3;20972410.86;692163;2095;0;122350.5;3975;76;594237.48;19729;30;186984.96;6208;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-01-27;AEFES.AOF;ANADOLU EFES AOF;;Z;MSPOT;AOF;MSPOTAOF;MSPOTAOFAEFES;SI;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-01-27;AEFES.E;ANADOLU EFES;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAEFES;SI;0;1;1;0;;0;165.8;165.2;165.2;162.9;166.5;165.2;165.2;-0.362;165.2;165.3;165.115;1009643691.7;6114790;23728;0;2901077.2;17561;423;25265688;152940;174;2940064.4;17797;22;163.2;166.5;164.993;146488069.4;887842;4579;0;0;0;0;0;0;0;0;0;1;0
2025-01-27;AGESA.E;AGESA HAYAT EMEKLILIK;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAGESA;SI;0;0;0;0;;0;147.5;147.6;147.6;140.8;148.7;146.2;146.2;-0.881;145;146.2;143.724;52836142.7;367622;3928;0;177710.4;1204;52;3242716;22180;38;123977.6;848;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-01-27;AGHOL.E;ANADOLU GRUBU HOLDING;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAGHOL;SI;0;1;0;0;;0;315;312;312;305;314.5;310;310;-1.587;310;310.25;309.304;212078590.25;685664;7913;0;837720;2685;154;1755220;5662;45;7702260;24846;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-01-27;AGROT.E;AGROTECH TEKNOLOJI;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAGROT;SI;0;1;0;0;;0;10.73;10.7;10.7;10.35;10.72;10.35;10.35;-3.541;10.35;10.36;10.521;160108951.86;15218694;16419;0;1156113.6;108048;323;3941259.3;380798;341;1601538.3;154738;95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-01-27;AHGAZ.E;AHLATCI DOGALGAZ;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAHGAZ;SI;0;0;0;0;;0;19.97;19.96;19.96;19.4;19.96;19.54;19.54;-2.153;19.54;19.58;19.596;47111724.96;2404196;2116;0;81017.64;4059;115;2035520.88;104172;33;1820717.66;93179;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2025-01-27;AKBNK.AOF;AKBANK AOF;;Z;MSPOT;AOF;MSPOTAOF;MSPOTAOFAKBNK;SI;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
