TARIH;ISLEM  KODU;BULTEN ADI;PAZAR GRUBU;PAZAR;YAPISAL BAZDA PIYASA ALT BOLUMU;ENSTRUMAN GRUBU;ENSTRUMAN TIPI;ENSTRUMAN SINIFI;ISLEM YONTEMI;PIYASA YAPICI;BIST 100 ENDEKS;BIST 30 ENDEKS;BRUT TAKAS;OZSERMAYE HALI;GECICI DURDURMA;ONCEKI KAPANIS FIYATI;ACILIS FIYATI;ACILIS SEANSI FIYATI;EN DUSUK FIYAT;EN YUKSEK FIYAT;KAPANIS FIYATI;KAPANIS SEANSI FIYATI;DEGISIM (%);BEKLEYEN EN IYI ALIS;BEKLEYEN EN IYI SATIS;A.O.F;TOPLAM ISLEM HACMI;TOPLAM ISLEM ADEDI;TOPLAM SOZLESME SAYISI;REFERANS FIYAT;ACILIS SEANSI ISLEM HACMI;ACILIS SEANSI ISLEM MIKTARI;ACILIS SEANSI SOZLESME SAYISI;KAPANIS SEANSI ISLEM HACMI;KAPANIS SEANSI ISLEM MIKTARI;KAPANIS SEANSI SOZLESME SAYISI;KAPANIS FIYATINDAN ISLEMLER ISLEM HACMI;KAPANIS FIYATINDAN ISLEMLER ISLEM MIKTARI;KAPANIS FIYATINDAN ISLEMLER SOZLESME SAYISI;EN DUSUK ACIGA SATIS FIYATI;EN YUKSEK ACIGA SATIS FIYATI;ACIGA SATIS A.O.F;ACIGA SATIS ISLEM HACMI;ACIGA SATIS ISLEM ADEDI;ACIGA SATIS SOZLESME SAYISI;OZEL ISLEM BILDIRIMI EN DUSUK FIYAT;OZEL ISLEM BILDIRIMI EN YUKSEK FIYAT;OZEL ISLEM BILDIRIMI A.O.F.;OZEL ISLEM BILDIRIMI ISLEM HACMI;OZEL ISLEM BILDIRIMI ISLEM ADEDI;OZEL ISLEM BILDIRIMI SOZLESME SAYISI;ORTA NOKTA ISLEMLERI ISLEM HACMI;ORTA NOKTA ISLEMLERI ISLEM ADEDI;ORTA NOKTA ISLEMLERI SOZLESME SAYISI;ACIGA SATIS;BIST KATILIM TUM ENDEKS
TRADE DATE;INSTRUMENT SERIES CODE;INSTRUMENT NAME;MARKET SUB SEGMENT;MARKET SEGMENT;MARKET;INSTRUMENT GROUP;INSTRUMENT TYPE;INSTRUMENT CLASS;TRADING METHOD;MARKET MAKER;BIST 100 INDEX;BIST 30 INDEX;GROSS SETTLEMENT;CORPORATE ACTION;SUSPENDED;PREVIOUS LAST PRICE;OPENING PRICE;OPENING SESSION PRICE;LOWEST PRICE;HIGHEST PRICE;CLOSING PRICE;CLOSING SESSION PRICE;CHANGE TO PREVIOUS CLOSING (%);REMAINING BID;REMAINING ASK;VWAP;TOTAL TRADED VALUE;TOTAL TRADED VOLUME;TOTAL NUMBER OF CONTRACTS;REFERENCE PRICE;TRADED VALUE AT OPENING SESSION;TRADED VOLUME AT OPENING SESSION;NUMBER OF CONTRACTS AT OPENING SESSION;TRADED VALUE AT CLOSING SESSION;TRADED VOLUME AT CLOSING SESSION;NUMBER OF CONTRACTS AT CLOSING SESSION;TRADED VALUE OF TRADES AT CLOSING PRICE;TRADED VOLUME OF TRADES AT CLOSING PRICE;NUMBER OF CONTRACTS OF TRADES AT CLOSING PRICE;LOWEST SHORT SALE PRICE;HIGHEST SHORT SALE PRICE;SHORT SALE VWAP;TRADED VALUE OF SHORT SALE TRADES;TRADED VOLUME OF SHORT SALE TRADES;NUMBER OF CONTRACTS OF SHORT SALE TRADES;LOWEST TRADE REPORT PRICE;HIGHEST TRADE REPORT PRICE;TRADE REPORT VWAP;TRADE REPORT TRADED VALUE;TRADE REPORT TRADED VOLUME;NUMBER OF TRADE REPORTS;MIDPOINT TRADED VALUE;MIDPOINT TRADED VOLUME;MIDPOINT NUMBER OF CONTRACTS;SHORT SELL;BIST PARTICIPATION ALL INDEX
2024-12-12;A1CAP.E;A1 CAPITAL YATIRIM;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTA1CAP;SI;0;0;0;0;;0;24.9;25;25;24.9;25.36;25.12;25.12;0.884;25.1;25.12;25.168;13379672.56;531605;2062;0;390100;15604;44;93119.84;3707;10;84604.16;3368;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024-12-12;ADEL.E;ADEL KALEMCILIK;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTADEL;SI;0;1;0;0;;0;34.94;34.94;34.94;34.94;35.86;35.2;35.2;0.744;35.16;35.2;35.391;51399046.24;1452305;6385;0;84415.04;2416;62;401456;11405;49;66774.4;1897;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024-12-12;ADESE.E;ADESE GAYRIMENKUL;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTADESE;SI;0;0;0;0;;0;2.16;2.17;2.17;2.17;2.21;2.18;2.18;0.926;2.17;2.18;2.185;66088285.25;30252912;4313;0;582254.4;268320;146;1263460.42;579569;44;243244.4;111580;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2024-12-12;ADGYO.E;ADRA GMYO;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTADGYO;SI;0;0;0;0;;0;32.12;32.12;32.12;31.98;32.54;32.28;32.28;0.498;32.28;32.3;32.247;19379493.16;600972;2104;0;58265.68;1814;70;368379.36;11412;14;41157;1275;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024-12-12;AEFES.E;ANADOLU EFES;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAEFES;SI;0;1;0;0;;0;227.4;229.5;229.5;228;232.9;228.5;228.5;0.484;228.5;228.8;229.59;551835799.6;2403575;17777;0;2161660.5;9419;125;15377136;67296;153;2244098.5;9821;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024-12-12;AFYON.E;AFYON CIMENTO;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAFYON;SI;0;0;0;0;;0;14.68;14.76;14.76;14.71;15.13;14.95;14.95;1.839;14.94;14.95;14.899;198855047.5;13346428;16837;0;574134.48;38898;149;1975657.45;132151;54;438647.95;29341;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024-12-12;AGESA.E;AGESA HAYAT EMEKLILIK;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAGESA;SI;0;0;0;0;;0;144.1;144.5;144.5;143.3;147.9;144.3;144.3;0.139;144.3;145.2;145.368;35793847.7;246229;2282;0;55921.5;387;31;539537.7;3739;47;108225;750;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024-12-12;AGHOL.E;ANADOLU GRUBU HOLDING;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAGHOL;SI;0;1;0;0;;0;363.5;376;376;370;383.5;374;374;2.889;374;375;376.486;395559223;1050661;13602;0;8848408;23533;256;6136592;16408;89;908820;2430;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2024-12-12;AGROT.E;AGROTECH TEKNOLOJI;;Z;MSPOT;EQT;MSPOTEQT;MSPOTEQTAGROT;SI;0;1;0;0;;0;12.92;12.89;12.89;12.26;13.07;12.47;12.47;-3.483;12.47;12.48;12.605;1003969415.58;79648136;73014;0;1815724.07;140863;1277;4508815.31;361573;256;1225439.37;98271;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
